Country Name,Country Code,year,gdp,Region,IncomeGroup
Mali,MLI,2001-01-01,3468337942.32063,Sub-Saharan Africa,Low income
Malta,MLT,2001-01-01,4070867701.80867,Middle East & North Africa,High income
Myanmar,MMR,2001-01-01,6477790688.22844,East Asia & Pacific,Lower middle income
Middle East & North Africa (excluding high income),MNA,2001-01-01,480454322805.497,,
Montenegro,MNE,2001-01-01,1159869245.92513,Europe & Central Asia,Upper middle income
Mongolia,MNG,2001-01-01,1267997934.3125,East Asia & Pacific,Upper middle income
Northern Mariana Islands,MNP,2001-01-01,,East Asia & Pacific,High income
Mozambique,MOZ,2001-01-01,5650154067.10346,Sub-Saharan Africa,Low income
Mauritania,MRT,2001-01-01,1746063557.61355,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,2001-01-01,4675755867.17657,Sub-Saharan Africa,Upper middle income
Malawi,MWI,2001-01-01,2498008664.6691,Sub-Saharan Africa,Low income
Malaysia,MYS,2001-01-01,92783947368.4211,East Asia & Pacific,Upper middle income
North America,NAC,2001-01-01,11324591275355.4,,
Namibia,NAM,2001-01-01,3557341215.15159,Sub-Saharan Africa,Upper middle income
New Caledonia,NCL,2001-01-01,3297734891.14661,East Asia & Pacific,High income
Niger,NER,2001-01-01,2448714703.96617,Sub-Saharan Africa,Low income
Nigeria,NGA,2001-01-01,73557840064.489,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2001-01-01,5351752034.2221,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2001-01-01,432536219668.898,Europe & Central Asia,High income
Norway,NOR,2001-01-01,174239354070.977,Europe & Central Asia,High income
Nepal,NPL,2001-01-01,6007055042.17687,South Asia,Lower middle income
Nauru,NRU,2001-01-01,22613287.5389074,East Asia & Pacific,High income
New Zealand,NZL,2001-01-01,53872425916.6248,East Asia & Pacific,High income
OECD members,OED,2001-01-01,27429307915077.8,,
Oman,OMN,2001-01-01,22205721716.515,Middle East & North Africa,High income
Other small states,OSS,2001-01-01,56559437273.7454,,
Pakistan,PAK,2001-01-01,97145618479.9038,South Asia,Lower middle income
Panama,PAN,2001-01-01,12252906300.0,Latin America & Caribbean,High income
Peru,PER,2001-01-01,52030158775.4055,Latin America & Caribbean,Upper middle income
Philippines,PHL,2001-01-01,78921234457.5487,East Asia & Pacific,Lower middle income
Palau,PLW,2001-01-01,159453500.0,East Asia & Pacific,High income
Papua New Guinea,PNG,2001-01-01,3081024212.42924,East Asia & Pacific,Lower middle income
Poland,POL,2001-01-01,191823200371.284,Europe & Central Asia,High income
Pre-demographic dividend,PRE,2001-01-01,269008210588.107,,
Puerto Rico,PRI,2001-01-01,69208400000.0,Latin America & Caribbean,High income
"Korea, Dem. People's Rep.",PRK,2001-01-01,,East Asia & Pacific,Low income
Portugal,PRT,2001-01-01,121604107164.997,Europe & Central Asia,High income
Paraguay,PRY,2001-01-01,8495806432.18467,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2001-01-01,4003700000.0,Middle East & North Africa,Lower middle income
Pacific island small states,PSS,2001-01-01,3391833612.42156,,
Post-demographic dividend,PST,2001-01-01,26157004273269.9,,
French Polynesia,PYF,2001-01-01,3573808556.31268,East Asia & Pacific,High income
Qatar,QAT,2001-01-01,17538461538.4615,Middle East & North Africa,High income
Romania,ROU,2001-01-01,40395116581.4832,Europe & Central Asia,High income
Russian Federation,RUS,2001-01-01,306602070620.5,Europe & Central Asia,High income
Rwanda,RWA,2001-01-01,1966600715.49841,Sub-Saharan Africa,Low income
South Asia,SAS,2001-01-01,662513570031.796,,
Saudi Arabia,SAU,2001-01-01,184137600000.0,Middle East & North Africa,High income
Sudan,SDN,2001-01-01,15716361792.1926,Sub-Saharan Africa,Low income
Senegal,SEN,2001-01-01,6507824829.26254,Sub-Saharan Africa,Lower middle income
Singapore,SGP,2001-01-01,89793790669.6515,East Asia & Pacific,High income
Solomon Islands,SLB,2001-01-01,409508552.979972,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,2001-01-01,1681473752.3847,Sub-Saharan Africa,Low income
El Salvador,SLV,2001-01-01,12282533600.0,Latin America & Caribbean,Upper middle income
San Marino,SMR,2001-01-01,1059529812.37456,Europe & Central Asia,High income
Somalia,SOM,2001-01-01,2252847464.68608,Sub-Saharan Africa,Low income
Serbia,SRB,2001-01-01,13599378661.9952,Europe & Central Asia,Upper middle income
Sub-Saharan Africa (excluding high income),SSA,2001-01-01,409715333350.834,,
South Sudan,SSD,2001-01-01,,Sub-Saharan Africa,Low income
Sub-Saharan Africa,SSF,2001-01-01,410381410917.65,,
Small states,SST,2001-01-01,77594319152.7719,,
Sao Tome and Principe,STP,2001-01-01,75951133.3777948,Sub-Saharan Africa,Lower middle income
Suriname,SUR,2001-01-01,834279357.798165,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,2001-01-01,30726659550.9717,Europe & Central Asia,High income
Slovenia,SVN,2001-01-01,20668868706.8115,Europe & Central Asia,High income
Sweden,SWE,2001-01-01,242499249692.616,Europe & Central Asia,High income
Eswatini,SWZ,2001-01-01,1542477308.89408,Sub-Saharan Africa,Lower middle income
Sint Maarten (Dutch part),SXM,2001-01-01,,Latin America & Caribbean,High income
Seychelles,SYC,2001-01-01,662064155.920692,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,2001-01-01,20237024724.7039,Middle East & North Africa,Low income
Turks and Caicos Islands,TCA,2001-01-01,358744800.0,Latin America & Caribbean,High income
Chad,TCD,2001-01-01,1710843377.00119,Sub-Saharan Africa,Low income
East Asia & Pacific (IDA & IBRD countries),TEA,2001-01-01,1845145076680.61,,
Europe & Central Asia (IDA & IBRD countries),TEC,2001-01-01,911101886734.0,,
Togo,TGO,2001-01-01,2093498674.49678,Sub-Saharan Africa,Low income
Thailand,THA,2001-01-01,120296476180.402,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2001-01-01,1080772551.29433,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,2001-01-01,3534772732.39746,Europe & Central Asia,Upper middle income
Latin America & the Caribbean (IDA & IBRD countries),TLA,2001-01-01,2161323029966.51,,
Timor-Leste,TLS,2001-01-01,477443500.0,East Asia & Pacific,Lower middle income
Middle East & North Africa (IDA & IBRD countries),TMN,2001-01-01,476450622805.497,,
Tonga,TON,2001-01-01,181117222.026288,East Asia & Pacific,Upper middle income
South Asia (IDA & IBRD),TSA,2001-01-01,662513570031.796,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2001-01-01,410381410917.65,,
Trinidad and Tobago,TTO,2001-01-01,8824849191.03571,Latin America & Caribbean,High income
Tunisia,TUN,2001-01-01,22065832448.8623,Middle East & North Africa,Lower middle income
Turkiye,TUR,2001-01-01,201753123806.695,Europe & Central Asia,Upper middle income
Tuvalu,TUV,2001-01-01,13964732.327114,East Asia & Pacific,Upper middle income
Tanzania,TZA,2001-01-01,13563990022.3641,Sub-Saharan Africa,Lower middle income
Uganda,UGA,2001-01-01,5840503868.51573,Sub-Saharan Africa,Low income
Ukraine,UKR,2001-01-01,39309580983.2282,Europe & Central Asia,Upper middle income
Upper middle income,UMC,2001-01-01,4374920051441.4,,
Uruguay,URY,2001-01-01,20898761742.2386,Latin America & Caribbean,High income
United States,USA,2001-01-01,10581929000000.0,North America,High income
Uzbekistan,UZB,2001-01-01,11401421329.1974,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,2001-01-01,462072333.333333,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,2001-01-01,122911036746.729,Latin America & Caribbean,
British Virgin Islands,VGB,2001-01-01,,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,2001-01-01,,Latin America & Caribbean,High income
Viet Nam,VNM,2001-01-01,32685198808.5549,East Asia & Pacific,Lower middle income
Vanuatu,VUT,2001-01-01,257926881.72043,East Asia & Pacific,Lower middle income
World,WLD,2001-01-01,33646060924936.8,,
Samoa,WSM,2001-01-01,266299591.479428,East Asia & Pacific,Lower middle income
Kosovo,XKX,2001-01-01,,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,2001-01-01,9852990692.98714,Middle East & North Africa,Low income
South Africa,ZAF,2001-01-01,135429905922.526,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,2001-01-01,4094441301.21423,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,2001-01-01,6777384700.0,Sub-Saharan Africa,Lower middle income
Aruba,ABW,2002-01-01,1961843575.41899,Latin America & Caribbean,High income
Africa Eastern and Southern,AFE,2002-01-01,267815037121.332,,
Afghanistan,AFG,2002-01-01,3825701438.99963,South Asia,Low income
Africa Western and Central,AFW,2002-01-01,179390065404.769,,
Angola,AGO,2002-01-01,15285592370.374,Sub-Saharan Africa,Lower middle income
Albania,ALB,2002-01-01,4348068242.19512,Europe & Central Asia,Upper middle income
Andorra,AND,2002-01-01,1764279824.29752,Europe & Central Asia,High income
Arab World,ARB,2002-01-01,746649261275.272,,
United Arab Emirates,ARE,2002-01-01,109816201497.617,Middle East & North Africa,High income
Argentina,ARG,2002-01-01,97724004251.8602,Latin America & Caribbean,Upper middle income
Armenia,ARM,2002-01-01,2376335048.39976,Europe & Central Asia,Upper middle income
American Samoa,ASM,2002-01-01,512000000.0,East Asia & Pacific,High income
Antigua and Barbuda,ATG,2002-01-01,897988888.888889,Latin America & Caribbean,High income
Australia,AUS,2002-01-01,395788696012.059,East Asia & Pacific,High income
Austria,AUT,2002-01-01,212837224022.813,Europe & Central Asia,High income
Azerbaijan,AZE,2002-01-01,6236087738.28284,Europe & Central Asia,Upper middle income
Burundi,BDI,2002-01-01,825394519.423728,Sub-Saharan Africa,Low income
Belgium,BEL,2002-01-01,258383599375.177,Europe & Central Asia,High income
Benin,BEN,2002-01-01,4194342686.2178,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,2002-01-01,3622350062.96053,Sub-Saharan Africa,Low income
Bangladesh,BGD,2002-01-01,54724081490.5102,South Asia,Lower middle income
Bulgaria,BGR,2002-01-01,16403043849.8297,Europe & Central Asia,High income
Bahrain,BHR,2002-01-01,9593510638.29787,Middle East & North Africa,High income
"Bahamas, The",BHS,2002-01-01,8881160000.0,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,2002-01-01,6728220886.64546,Europe & Central Asia,Upper middle income
Belarus,BLR,2002-01-01,14594900944.7658,Europe & Central Asia,Upper middle income
Belize,BLZ,2002-01-01,1244650000.0,Latin America & Caribbean,Upper middle income
Bermuda,BMU,2002-01-01,3937228000.0,North America,High income
Bolivia,BOL,2002-01-01,7905485146.44351,Latin America & Caribbean,Lower middle income
Brazil,BRA,2002-01-01,509795273806.715,Latin America & Caribbean,Upper middle income
Barbados,BRB,2002-01-01,3106500000.0,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2002-01-01,6333082878.97992,East Asia & Pacific,High income
Bhutan,BTN,2002-01-01,559345263.708309,South Asia,Lower middle income
Botswana,BWA,2002-01-01,5438863982.88692,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,2002-01-01,996068144.884889,Sub-Saharan Africa,Low income
Canada,CAN,2002-01-01,760649334098.005,North America,High income
Central Europe and the Baltics,CEB,2002-01-01,528497215430.66,,
Switzerland,CHE,2002-01-01,309301422430.386,Europe & Central Asia,High income
Channel Islands,CHI,2002-01-01,6663669064.7482,Europe & Central Asia,High income
Chile,CHL,2002-01-01,70264045939.1322,Latin America & Caribbean,High income
China,CHN,2002-01-01,1470557654799.95,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2002-01-01,18054383320.8474,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2002-01-01,12417251350.4882,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2002-01-01,8728038525.14034,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2002-01-01,3034250923.97726,Sub-Saharan Africa,Lower middle income
Colombia,COL,2002-01-01,97945812802.8882,Latin America & Caribbean,Upper middle income
Comoros,COM,2002-01-01,425964681.044378,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2002-01-01,620507387.466174,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,2002-01-01,16578820687.2881,Latin America & Caribbean,Upper middle income
Caribbean small states,CSS,2002-01-01,18692379239.4334,,
Cuba,CUB,2002-01-01,33590500000.0,Latin America & Caribbean,Upper middle income
Curacao,CUW,2002-01-01,2160784692.73743,Latin America & Caribbean,High income
Cayman Islands,CYM,2002-01-01,,Latin America & Caribbean,High income
Cyprus,CYP,2002-01-01,11420228846.1538,Europe & Central Asia,High income
Czechia,CZE,2002-01-01,82607869609.574,Europe & Central Asia,High income
Germany,DEU,2002-01-01,2102350798305.89,Europe & Central Asia,High income
Djibouti,DJI,2002-01-01,591122039.601398,Middle East & North Africa,Lower middle income
Dominica,DMA,2002-01-01,333196296.296296,Latin America & Caribbean,Upper middle income
Denmark,DNK,2002-01-01,178788209558.311,Europe & Central Asia,High income
Dominican Republic,DOM,2002-01-01,27137440786.2562,Latin America & Caribbean,Upper middle income
Algeria,DZA,2002-01-01,61516103406.1688,Middle East & North Africa,Upper middle income
East Asia & Pacific (excluding high income),EAP,2002-01-01,2044577363437.31,,
Early-demographic dividend,EAR,2002-01-01,3255022098356.48,,
East Asia & Pacific,EAS,2002-01-01,7913466252859.02,,
Europe & Central Asia (excluding high income),ECA,2002-01-01,389839137391.699,,
Europe & Central Asia,ECS,2002-01-01,11150951940750.1,,
Ecuador,ECU,2002-01-01,27054197000.0,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2002-01-01,85146067415.7303,Middle East & North Africa,Lower middle income
Euro area,EMU,2002-01-01,7241862821254.28,,
Eritrea,ERI,2002-01-01,729321680.154324,Sub-Saharan Africa,Low income
Spain,ESP,2002-01-01,708938227243.923,Europe & Central Asia,High income
Estonia,EST,2002-01-01,7370119619.4782,Europe & Central Asia,High income
Ethiopia,ETH,2002-01-01,7850809498.16803,Sub-Saharan Africa,Low income
European Union,EUU,2002-01-01,8100404174621.04,,
Fragile and conflict affected situations,FCS,2002-01-01,446928492947.342,,
Finland,FIN,2002-01-01,140360963811.765,Europe & Central Asia,High income
Fiji,FJI,2002-01-01,1833279985.36741,East Asia & Pacific,Upper middle income
France,FRA,2002-01-01,1492427756382.43,Europe & Central Asia,High income
Faroe Islands,FRO,2002-01-01,1275093689.27107,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2002-01-01,242517200.0,East Asia & Pacific,Lower middle income
Gabon,GAB,2002-01-01,5335451099.88223,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2002-01-01,1785729916067.15,Europe & Central Asia,High income
Georgia,GEO,2002-01-01,3395766677.67315,Europe & Central Asia,Upper middle income
Ghana,GHA,2002-01-01,6166197847.85031,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,2002-01-01,,Europe & Central Asia,High income
Guinea,GIN,2002-01-01,4301608752.51396,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,2002-01-01,578235309.327198,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2002-01-01,466773711.235579,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2002-01-01,1806742742.27311,Sub-Saharan Africa,Upper middle income
Greece,GRC,2002-01-01,150253800085.865,Europe & Central Asia,High income
Grenada,GRD,2002-01-01,540336925.925926,Latin America & Caribbean,Upper middle income
Greenland,GRL,2002-01-01,1169136716.03557,Europe & Central Asia,High income
Guatemala,GTM,2002-01-01,20444205991.025,Latin America & Caribbean,Upper middle income
Guam,GUM,2002-01-01,3394000000.0,East Asia & Pacific,High income
Guyana,GUY,2002-01-01,726131434.715338,Latin America & Caribbean,High income
High income,HIC,2002-01-01,29042555250824.5,,
"Hong Kong SAR, China",HKG,2002-01-01,166348866131.028,East Asia & Pacific,High income
Honduras,HND,2002-01-01,7858255412.86038,Latin America & Caribbean,Lower middle income
Heavily indebted poor countries (HIPC),HPC,2002-01-01,190150834251.026,,
Croatia,HRV,2002-01-01,26757722428.6781,Europe & Central Asia,High income
Haiti,HTI,2002-01-01,6205847213.6351,Latin America & Caribbean,Lower middle income
Hungary,HUN,2002-01-01,67608919144.3684,Europe & Central Asia,High income
IBRD only,IBD,2002-01-01,6043797681672.04,,
IDA & IBRD total,IBT,2002-01-01,6596113985139.08,,
IDA total,IDA,2002-01-01,552999516407.298,,
IDA blend,IDB,2002-01-01,249561003392.152,,
Indonesia,IDN,2002-01-01,195660611165.183,East Asia & Pacific,Upper middle income
IDA only,IDX,2002-01-01,303914024822.718,,
Isle of Man,IMN,2002-01-01,1891002697.84173,Europe & Central Asia,High income
India,IND,2002-01-01,514939140318.756,South Asia,Lower middle income
Not classified,INX,2002-01-01,,,
Ireland,IRL,2002-01-01,128596035288.401,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2002-01-01,128626917504.398,Middle East & North Africa,Upper middle income
Iraq,IRQ,2002-01-01,32928454672.4246,Middle East & North Africa,Upper middle income
Iceland,ISL,2002-01-01,9318395054.85934,Europe & Central Asia,High income
Israel,ISR,2002-01-01,125055466461.227,Middle East & North Africa,High income
Italy,ITA,2002-01-01,1281746271196.04,Europe & Central Asia,High income
Jamaica,JAM,2002-01-01,9719009494.84779,Latin America & Caribbean,Upper middle income
Jordan,JOR,2002-01-01,9582510578.27927,Middle East & North Africa,Lower middle income
Japan,JPN,2002-01-01,4182846045873.61,East Asia & Pacific,High income
Kazakhstan,KAZ,2002-01-01,24636598527.4437,Europe & Central Asia,Upper middle income
Kenya,KEN,2002-01-01,13147736898.5176,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2002-01-01,1605643104.73021,Europe & Central Asia,Lower middle income
Cambodia,KHM,2002-01-01,4501227626.62752,East Asia & Pacific,Lower middle income
Kiribati,KIR,2002-01-01,74743892.1606019,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2002-01-01,481077373.669966,Latin America & Caribbean,High income
